\,Branch length (µm) [Single value],No. of compartments
Cell 66 rooted in Path (66),2.489335437,1
Cell 67 rooted in Path (67),2.598863067,1
Cell 64 rooted in Path (64),3.811450885,1
Cell 65 rooted in Path (65),4.185401604,1
Cell 62 rooted in Path (62),4.185401604,1
Cell 63 rooted in Path (63),9.054544848,1
,26.32499744,
