\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),7.66048571,1
Cell 33 rooted in Path (33),30.35550359,1
Cell 5 rooted in Path (5),3.830242855,1
Cell 34 rooted in Path (34),33.2485898,1
Cell 2 rooted in Path (2),6.867216442,1
Cell 31 rooted in Path (31),17.06240542,1
Cell 3 rooted in Path (3),10.04029352,1
Cell 32 rooted in Path (32),1.167219988,1
Cell 1 rooted in Path (1),38.88442645,1
Cell 30 rooted in Path (30),3.875610685,1
Cell 8 rooted in Path (8),2.334439977,1
Cell 9 rooted in Path (9),2.927445956,1
Cell 6 rooted in Path (6),6.228842632,1
Cell 7 rooted in Path (7),1.760225968,1
Cell 28 rooted in Path (28),2.070016887,1
Cell 29 rooted in Path (29),3.018181616,1
Cell 26 rooted in Path (26),3.256028846,1
Cell 27 rooted in Path (27),7.679277681,1
Cell 24 rooted in Path (24),17.30803654,1
Cell 68 rooted in Path (68),3.766083055,1
Cell 25 rooted in Path (25),5.416781393,1
Cell 69 rooted in Path (69),3.127709246,1
Cell 22 rooted in Path (22),3.520451936,1
Cell 66 rooted in Path (66),1.805593798,1
Cell 23 rooted in Path (23),2.663022867,1
Cell 67 rooted in Path (67),1.650698338,1
Cell 20 rooted in Path (20),3.656555425,1
Cell 64 rooted in Path (64),5.590468823,1
Cell 21 rooted in Path (21),3.237236876,1
Cell 65 rooted in Path (65),4.887935214,1
Cell 62 rooted in Path (62),8.344227349,1
Cell 63 rooted in Path (63),11.84588731,1
Cell 60 rooted in Path (60),4.842567384,1
Cell 61 rooted in Path (61),3.565819766,1
Cell 19 rooted in Path (19),2.070016887,1
Cell 17 rooted in Path (17),3.191869046,1
Cell 18 rooted in Path (18),3.830242855,1
Cell 15 rooted in Path (15),3.520451936,1
Cell 59 rooted in Path (59),2.598863067,1
Cell 16 rooted in Path (16),2.334439977,1
Cell 13 rooted in Path (13),4.733039754,1
Cell 57 rooted in Path (57),5.681204483,1
Cell 14 rooted in Path (14),11.78172751,1
Cell 58 rooted in Path (58),5.809524083,1
Cell 11 rooted in Path (11),2.134176687,1
Cell 55 rooted in Path (55),3.082341416,1
Cell 12 rooted in Path (12),6.009787372,1
Cell 56 rooted in Path (56),1.850961627,1
Cell 53 rooted in Path (53),1.650698338,1
Cell 10 rooted in Path (10),37.09762462,1
Cell 54 rooted in Path (54),6.429105922,1
Cell 51 rooted in Path (51),2.179544517,1
Cell 52 rooted in Path (52),1.322115448,1
Cell 50 rooted in Path (50),3.127709246,1
Cell 48 rooted in Path (48),11.49851245,1
Cell 49 rooted in Path (49),20.17132269,1
Cell 46 rooted in Path (46),33.90575558,1
Cell 47 rooted in Path (47),5.617044683,1
Cell 44 rooted in Path (44),2.553495237,1
Cell 45 rooted in Path (45),4.778407584,1
Cell 42 rooted in Path (42),10.61450753,1
Cell 43 rooted in Path (43),16.56791899,1
Cell 40 rooted in Path (40),1.650698338,1
Cell 41 rooted in Path (41),2.334439977,1
Cell 39 rooted in Path (39),13.11485104,1
Cell 37 rooted in Path (37),3.127709246,1
Cell 38 rooted in Path (38),2.443967607,1
Cell 35 rooted in Path (35),26.5472769,1
Cell 36 rooted in Path (36),42.77882911,1
,575.6357111,
