\,Branch length (µm) [Single value],No. of compartments
Cell 108 rooted in Path (108),1.650698338,1
Cell 109 rooted in Path (109),11.4719366,1
Cell 48 rooted in Path (48),3.346764506,1
Cell 49 rooted in Path (49),3.410924306,1
Cell 46 rooted in Path (46),5.790732113,1
Cell 47 rooted in Path (47),6.493265722,1
Cell 44 rooted in Path (44),14.11616749,1
Cell 45 rooted in Path (45),17.54588377,1
Cell 42 rooted in Path (42),32.75410337,1
Cell 110 rooted in Path (110),2.708390697,1
Cell 43 rooted in Path (43),25.05925791,1
Cell 111 rooted in Path (111),4.185401604,1
Cell 40 rooted in Path (40),1.805593798,1
Cell 112 rooted in Path (112),6.629369211,1
Cell 41 rooted in Path (41),2.663022867,1
Cell 113 rooted in Path (113),5.243093963,1
Cell 114 rooted in Path (114),4.623512124,1
Cell 115 rooted in Path (115),4.359089034,1
Cell 116 rooted in Path (116),7.441430451,1
Cell 117 rooted in Path (117),11.05261805,1
Cell 118 rooted in Path (118),12.81284401,1
Cell 119 rooted in Path (119),5.526309023,1
Cell 39 rooted in Path (39),4.113457915,1
Cell 37 rooted in Path (37),3.365556476,1
Cell 38 rooted in Path (38),2.443967607,1
Cell 35 rooted in Path (35),7.414854591,1
Cell 36 rooted in Path (36),2.817918326,1
Cell 77 rooted in Path (77),13.09605907,1
Cell 78 rooted in Path (78),7.64169374,1
Cell 120 rooted in Path (120),4.204193575,1
Cell 75 rooted in Path (75),5.042830673,1
Cell 121 rooted in Path (121),6.210050662,1
Cell 76 rooted in Path (76),5.726572312,1
Cell 122 rooted in Path (122),9.220448389,1
Cell 73 rooted in Path (73),6.164682832,1
Cell 123 rooted in Path (123),11.4077768,1
Cell 74 rooted in Path (74),4.075873974,1
Cell 124 rooted in Path (124),5.307253763,1
Cell 71 rooted in Path (71),1.650698338,1
Cell 125 rooted in Path (125),6.228842632,1
Cell 72 rooted in Path (72),34.2155465,1
Cell 126 rooted in Path (126),7.31311085,1
Cell 127 rooted in Path (127),6.055155202,1
Cell 70 rooted in Path (70),11.9819908,1
Cell 128 rooted in Path (128),4.294929234,1
Cell 129 rooted in Path (129),2.553495237,1
Cell 68 rooted in Path (68),4.359089034,1
Cell 69 rooted in Path (69),3.036973586,1
Cell 66 rooted in Path (66),14.6903815,1
Cell 130 rooted in Path (130),4.249561405,1
Cell 67 rooted in Path (67),5.042830673,1
Cell 131 rooted in Path (131),1.541170708,1
Cell 64 rooted in Path (64),38.92979428,1
Cell 132 rooted in Path (132),4.687671924,1
Cell 65 rooted in Path (65),2.553495237,1
Cell 133 rooted in Path (133),4.030506145,1
Cell 62 rooted in Path (62),5.699996453,1
Cell 134 rooted in Path (134),1.805593798,1
Cell 63 rooted in Path (63),3.875610685,1
Cell 135 rooted in Path (135),3.629979566,1
Cell 60 rooted in Path (60),10.87893062,1
Cell 136 rooted in Path (136),2.972813786,1
Cell 61 rooted in Path (61),3.611187595,1
Cell 137 rooted in Path (137),2.882078127,1
Cell 138 rooted in Path (138),3.565819766,1
Cell 59 rooted in Path (59),2.663022867,1
Cell 57 rooted in Path (57),4.733039754,1
Cell 58 rooted in Path (58),3.611187595,1
Cell 11 rooted in Path (11),2.443967607,1
Cell 99 rooted in Path (99),3.237236876,1
Cell 12 rooted in Path (12),2.863286156,1
Cell 97 rooted in Path (97),10.08566135,1
Cell 10 rooted in Path (10),3.675347396,1
Cell 98 rooted in Path (98),13.16021887,1
Cell 95 rooted in Path (95),12.56721289,1
Cell 96 rooted in Path (96),14.96581267,1
Cell 93 rooted in Path (93),5.635836653,1
Cell 94 rooted in Path (94),5.654628623,1
Cell 91 rooted in Path (91),2.070016887,1
Cell 92 rooted in Path (92),4.030506145,1
Cell 90 rooted in Path (90),3.456292136,1
Cell 88 rooted in Path (88),4.733039754,1
Cell 89 rooted in Path (89),35.58302977,1
Cell 86 rooted in Path (86),32.64779993,1
Cell 87 rooted in Path (87),5.462149223,1
Cell 84 rooted in Path (84),36.14167601,1
Cell 85 rooted in Path (85),33.51301289,1
Cell 82 rooted in Path (82),10.65987536,1
Cell 83 rooted in Path (83),4.714247784,1
Cell 80 rooted in Path (80),5.990995402,1
Cell 81 rooted in Path (81),10.24055681,1
Cell 79 rooted in Path (79),3.237236876,1
,1090.112632,
