\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),2.289072147,1
Cell 33 rooted in Path (33),4.906727184,1
Cell 77 rooted in Path (77),4.249561405,1
Cell 5 rooted in Path (5),2.179544517,1
Cell 34 rooted in Path (34),3.939770485,1
Cell 78 rooted in Path (78),4.513984494,1
Cell 2 rooted in Path (2),7.53216611,1
Cell 31 rooted in Path (31),8.12517209,1
Cell 75 rooted in Path (75),5.526309023,1
Cell 3 rooted in Path (3),7.09405559,1
Cell 32 rooted in Path (32),14.45575846,1
Cell 76 rooted in Path (76),8.40838715,1
Cell 73 rooted in Path (73),7.70585354,1
Cell 1 rooted in Path (1),39.1112656,1
Cell 30 rooted in Path (30),2.070016887,1
Cell 74 rooted in Path (74),11.75515166,1
Cell 71 rooted in Path (71),24.21283692,1
Cell 72 rooted in Path (72),7.331902821,1
Cell 70 rooted in Path (70),2.179544517,1
Cell 8 rooted in Path (8),1.960489257,1
Cell 9 rooted in Path (9),4.249561405,1
Cell 6 rooted in Path (6),2.927445956,1
Cell 7 rooted in Path (7),1.386275248,1
Cell 28 rooted in Path (28),6.455681781,1
Cell 29 rooted in Path (29),3.675347396,1
Cell 26 rooted in Path (26),7.97027663,1
Cell 27 rooted in Path (27),6.893792301,1
Cell 24 rooted in Path (24),8.763545899,1
Cell 68 rooted in Path (68),3.501659965,1
Cell 25 rooted in Path (25),18.01057015,1
Cell 69 rooted in Path (69),2.553495237,1
Cell 22 rooted in Path (22),5.216518104,1
Cell 66 rooted in Path (66),3.392132335,1
Cell 23 rooted in Path (23),2.598863067,1
Cell 67 rooted in Path (67),3.237236876,1
Cell 20 rooted in Path (20),2.243704317,1
Cell 64 rooted in Path (64),4.268353375,1
Cell 21 rooted in Path (21),3.301396676,1
Cell 65 rooted in Path (65),2.553495237,1
Cell 62 rooted in Path (62),2.224912347,1
Cell 63 rooted in Path (63),2.553495237,1
Cell 60 rooted in Path (60),7.724645511,1
Cell 61 rooted in Path (61),3.939770485,1
Cell 19 rooted in Path (19),23.47271937,1
Cell 17 rooted in Path (17),6.119315002,1
Cell 18 rooted in Path (18),1.276747618,1
Cell 15 rooted in Path (15),13.41363388,1
Cell 59 rooted in Path (59),4.532776465,1
Cell 16 rooted in Path (16),2.443967607,1
Cell 13 rooted in Path (13),5.061622644,1
Cell 57 rooted in Path (57),1.650698338,1
Cell 14 rooted in Path (14),3.346764506,1
Cell 58 rooted in Path (58),3.127709246,1
Cell 11 rooted in Path (11),14.83749307,1
Cell 55 rooted in Path (55),3.018181616,1
Cell 12 rooted in Path (12),2.508127407,1
Cell 56 rooted in Path (56),8.736970039,1
Cell 53 rooted in Path (53),29.6374022,1
Cell 10 rooted in Path (10),17.95419424,1
Cell 54 rooted in Path (54),3.127709246,1
Cell 51 rooted in Path (51),2.772550497,1
Cell 52 rooted in Path (52),26.14352613,1
Cell 93 rooted in Path (93),4.249561405,1
Cell 50 rooted in Path (50),1.012324529,1
Cell 94 rooted in Path (94),1.805593798,1
Cell 91 rooted in Path (91),8.544490639,1
Cell 92 rooted in Path (92),3.720715225,1
Cell 90 rooted in Path (90),6.893792301,1
Cell 48 rooted in Path (48),4.952095014,1
Cell 49 rooted in Path (49),3.611187595,1
Cell 46 rooted in Path (46),3.720715225,1
Cell 47 rooted in Path (47),2.927445956,1
Cell 44 rooted in Path (44),2.115384717,1
Cell 88 rooted in Path (88),9.046760959,1
Cell 45 rooted in Path (45),15.80444977,1
Cell 89 rooted in Path (89),5.654628623,1
Cell 42 rooted in Path (42),6.912584271,1
Cell 86 rooted in Path (86),4.513984494,1
Cell 43 rooted in Path (43),2.070016887,1
Cell 87 rooted in Path (87),11.4719366,1
Cell 40 rooted in Path (40),15.05654833,1
Cell 84 rooted in Path (84),4.204193575,1
Cell 41 rooted in Path (41),6.629369211,1
Cell 85 rooted in Path (85),2.817918326,1
Cell 82 rooted in Path (82),3.830242855,1
Cell 83 rooted in Path (83),4.075873974,1
Cell 80 rooted in Path (80),4.359089034,1
Cell 81 rooted in Path (81),6.784264671,1
Cell 39 rooted in Path (39),4.158825745,1
Cell 37 rooted in Path (37),24.55698759,1
Cell 38 rooted in Path (38),7.46800631,1
Cell 35 rooted in Path (35),6.519841581,1
Cell 79 rooted in Path (79),12.70331638,1
Cell 36 rooted in Path (36),10.74282713,1
,665.3068272,
