\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),21.7766532,1
Cell 33 rooted in Path (33),3.920978515,1
Cell 77 rooted in Path (77),6.055155202,1
Cell 5 rooted in Path (5),5.061622644,1
Cell 34 rooted in Path (34),1.012324529,1
Cell 78 rooted in Path (78),1.960489257,1
Cell 2 rooted in Path (2),40.25969362,1
Cell 31 rooted in Path (31),5.617044683,1
Cell 75 rooted in Path (75),15.63854623,1
Cell 3 rooted in Path (3),14.03321572,1
Cell 32 rooted in Path (32),10.96188239,1
Cell 76 rooted in Path (76),9.092128789,1
Cell 73 rooted in Path (73),3.501659965,1
Cell 1 rooted in Path (1),28.43259827,1
Cell 30 rooted in Path (30),20.08837092,1
Cell 74 rooted in Path (74),14.18032729,1
Cell 71 rooted in Path (71),16.32228787,1
Cell 72 rooted in Path (72),26.60042862,1
Cell 70 rooted in Path (70),4.668879954,1
Cell 8 rooted in Path (8),29.52787457,1
Cell 9 rooted in Path (9),9.175080559,1
Cell 6 rooted in Path (6),2.179544517,1
Cell 7 rooted in Path (7),28.24011887,1
Cell 28 rooted in Path (28),13.36826605,1
Cell 29 rooted in Path (29),2.179544517,1
Cell 26 rooted in Path (26),21.40270248,1
Cell 27 rooted in Path (27),7.66048571,1
Cell 24 rooted in Path (24),6.565209411,1
Cell 68 rooted in Path (68),2.379807807,1
Cell 25 rooted in Path (25),1.805593798,1
Cell 69 rooted in Path (69),4.404456864,1
Cell 22 rooted in Path (22),2.817918326,1
Cell 66 rooted in Path (66),1.386275248,1
Cell 23 rooted in Path (23),2.443967607,1
Cell 67 rooted in Path (67),2.334439977,1
Cell 20 rooted in Path (20),5.106990474,1
Cell 64 rooted in Path (64),4.797199554,1
Cell 21 rooted in Path (21),1.386275248,1
Cell 65 rooted in Path (65),2.334439977,1
Cell 62 rooted in Path (62),6.474473752,1
Cell 63 rooted in Path (63),5.042830673,1
Cell 60 rooted in Path (60),1.850961627,1
Cell 61 rooted in Path (61),3.301396676,1
Cell 19 rooted in Path (19),23.60882286,1
Cell 17 rooted in Path (17),3.894402655,1
Cell 18 rooted in Path (18),7.396062621,1
Cell 15 rooted in Path (15),3.811450885,1
Cell 59 rooted in Path (59),1.915121428,1
Cell 16 rooted in Path (16),8.699386099,1
Cell 13 rooted in Path (13),11.25288134,1
Cell 57 rooted in Path (57),15.41170708,1
Cell 14 rooted in Path (14),2.334439977,1
Cell 58 rooted in Path (58),4.468616664,1
Cell 11 rooted in Path (11),20.24326638,1
Cell 55 rooted in Path (55),14.70917347,1
Cell 12 rooted in Path (12),27.69570491,1
Cell 56 rooted in Path (56),5.152358303,1
Cell 53 rooted in Path (53),2.508127407,1
Cell 10 rooted in Path (10),6.98452796,1
Cell 54 rooted in Path (54),11.80051949,1
Cell 51 rooted in Path (51),2.598863067,1
Cell 52 rooted in Path (52),2.115384717,1
Cell 50 rooted in Path (50),6.228842632,1
Cell 48 rooted in Path (48),4.623512124,1
Cell 49 rooted in Path (49),1.541170708,1
Cell 46 rooted in Path (46),3.127709246,1
Cell 47 rooted in Path (47),3.392132335,1
Cell 44 rooted in Path (44),6.119315002,1
Cell 45 rooted in Path (45),7.241167161,1
Cell 42 rooted in Path (42),8.525698669,1
Cell 43 rooted in Path (43),15.75908194,1
Cell 40 rooted in Path (40),1.805593798,1
Cell 41 rooted in Path (41),29.18049971,1
Cell 39 rooted in Path (39),0.793269269,1
Cell 37 rooted in Path (37),8.899649388,1
Cell 38 rooted in Path (38),3.985138315,1
Cell 35 rooted in Path (35),7.64169374,1
Cell 36 rooted in Path (36),5.197726133,1
,708.0131595,
