\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),2.224912347,1
Cell 33 rooted in Path (33),4.952095014,1
Cell 5 rooted in Path (5),22.58871444,1
Cell 34 rooted in Path (34),7.87954097,1
Cell 2 rooted in Path (2),8.389595179,1
Cell 31 rooted in Path (31),15.6573382,1
Cell 3 rooted in Path (3),6.210050662,1
Cell 32 rooted in Path (32),3.656555425,1
Cell 1 rooted in Path (1),36.24019555,1
Cell 30 rooted in Path (30),7.37727065,1
Cell 8 rooted in Path (8),29.3166032,1
Cell 9 rooted in Path (9),40.80733177,1
Cell 6 rooted in Path (6),9.228232278,1
Cell 7 rooted in Path (7),4.249561405,1
Cell 28 rooted in Path (28),4.094665945,1
Cell 29 rooted in Path (29),8.782337869,1
Cell 26 rooted in Path (26),3.127709246,1
Cell 27 rooted in Path (27),9.292392078,1
Cell 24 rooted in Path (24),9.137496618,1
Cell 25 rooted in Path (25),6.629369211,1
Cell 22 rooted in Path (22),5.926835602,1
Cell 23 rooted in Path (23),1.586538538,1
Cell 20 rooted in Path (20),8.563282609,1
Cell 21 rooted in Path (21),8.680594128,1
Cell 19 rooted in Path (19),1.696066168,1
Cell 17 rooted in Path (17),6.100523032,1
Cell 18 rooted in Path (18),11.69099186,1
Cell 15 rooted in Path (15),5.990995402,1
Cell 59 rooted in Path (59),2.817918326,1
Cell 16 rooted in Path (16),9.073336818,1
Cell 13 rooted in Path (13),2.070016887,1
Cell 57 rooted in Path (57),6.693529011,1
Cell 14 rooted in Path (14),36.33093121,1
Cell 58 rooted in Path (58),4.642304095,1
Cell 11 rooted in Path (11),4.185401604,1
Cell 55 rooted in Path (55),21.87517275,1
Cell 12 rooted in Path (12),5.480941193,1
Cell 56 rooted in Path (56),2.863286156,1
Cell 53 rooted in Path (53),4.623512124,1
Cell 10 rooted in Path (10),7.77001334,1
Cell 54 rooted in Path (54),7.350694791,1
Cell 51 rooted in Path (51),3.675347396,1
Cell 52 rooted in Path (52),4.094665945,1
Cell 50 rooted in Path (50),11.49851245,1
Cell 48 rooted in Path (48),12.28399783,1
Cell 49 rooted in Path (49),28.25112695,1
Cell 46 rooted in Path (46),2.772550497,1
Cell 47 rooted in Path (47),2.817918326,1
Cell 44 rooted in Path (44),4.359089034,1
Cell 45 rooted in Path (45),1.431643078,1
Cell 42 rooted in Path (42),2.553495237,1
Cell 43 rooted in Path (43),2.817918326,1
Cell 40 rooted in Path (40),5.042830673,1
Cell 41 rooted in Path (41),6.474473752,1
Cell 39 rooted in Path (39),13.7234248,1
Cell 37 rooted in Path (37),6.976744071,1
Cell 38 rooted in Path (38),12.65794855,1
Cell 35 rooted in Path (35),9.647550827,1
Cell 36 rooted in Path (36),8.07980426,1
,545.0138957,
