\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),1.322115448,1
Cell 33 rooted in Path (33),9.858822198,1
Cell 5 rooted in Path (5),2.024649058,1
Cell 34 rooted in Path (34),5.945627572,1
Cell 2 rooted in Path (2),22.46039484,1
Cell 31 rooted in Path (31),4.158825745,1
Cell 3 rooted in Path (3),7.550958081,1
Cell 32 rooted in Path (32),9.976133717,1
Cell 1 rooted in Path (1),37.49036731,1
Cell 30 rooted in Path (30),13.980064,1
Cell 8 rooted in Path (8),5.900259743,1
Cell 9 rooted in Path (9),1.696066168,1
Cell 6 rooted in Path (6),5.416781393,1
Cell 7 rooted in Path (7),22.32429135,1
Cell 28 rooted in Path (28),1.386275248,1
Cell 29 rooted in Path (29),9.775870428,1
Cell 26 rooted in Path (26),2.489335437,1
Cell 27 rooted in Path (27),4.532776465,1
Cell 24 rooted in Path (24),2.863286156,1
Cell 25 rooted in Path (25),2.024649058,1
Cell 22 rooted in Path (22),7.195799331,1
Cell 23 rooted in Path (23),4.423248835,1
Cell 20 rooted in Path (20),5.900259743,1
Cell 21 rooted in Path (21),2.379807807,1
Cell 19 rooted in Path (19),4.359089034,1
Cell 17 rooted in Path (17),8.956025299,1
Cell 18 rooted in Path (18),4.030506145,1
Cell 15 rooted in Path (15),2.708390697,1
Cell 16 rooted in Path (16),3.501659965,1
Cell 13 rooted in Path (13),3.830242855,1
Cell 14 rooted in Path (14),2.224912347,1
Cell 55 rooted in Path (55),3.237236876,1
Cell 56 rooted in Path (56),7.53216611,1
Cell 53 rooted in Path (53),9.337759908,1
Cell 54 rooted in Path (54),20.21669052,1
Cell 100 rooted in Path (100),2.663022867,1
Cell 51 rooted in Path (51),32.6024321,1
Cell 101 rooted in Path (101),1.805593798,1
Cell 52 rooted in Path (52),7.7965892,1
Cell 102 rooted in Path (102),1.650698338,1
Cell 50 rooted in Path (50),16.38644767,1
Cell 48 rooted in Path (48),3.456292136,1
Cell 49 rooted in Path (49),10.24055681,1
Cell 46 rooted in Path (46),5.352621593,1
Cell 47 rooted in Path (47),7.112847561,1
Cell 44 rooted in Path (44),5.790732113,1
Cell 45 rooted in Path (45),3.830242855,1
Cell 42 rooted in Path (42),14.77333327,1
Cell 43 rooted in Path (43),3.565819766,1
Cell 40 rooted in Path (40),16.53355924,1
Cell 41 rooted in Path (41),2.598863067,1
Cell 39 rooted in Path (39),10.76940299,1
Cell 37 rooted in Path (37),3.547027795,1
Cell 38 rooted in Path (38),26.94457928,1
Cell 35 rooted in Path (35),11.56267225,1
Cell 36 rooted in Path (36),2.772550497,1
Cell 77 rooted in Path (77),10.36887641,1
Cell 78 rooted in Path (78),1.012324529,1
Cell 75 rooted in Path (75),6.867216442,1
Cell 76 rooted in Path (76),5.790732113,1
Cell 73 rooted in Path (73),3.191869046,1
Cell 74 rooted in Path (74),4.559352324,1
Cell 71 rooted in Path (71),6.119315002,1
Cell 72 rooted in Path (72),2.443967607,1
Cell 70 rooted in Path (70),8.918441358,1
Cell 68 rooted in Path (68),9.575607138,1
Cell 69 rooted in Path (69),6.848424471,1
Cell 66 rooted in Path (66),16.18618438,1
Cell 67 rooted in Path (67),12.9489475,1
Cell 64 rooted in Path (64),5.990995402,1
Cell 65 rooted in Path (65),4.495192524,1
Cell 62 rooted in Path (62),6.364946122,1
Cell 63 rooted in Path (63),2.224912347,1
Cell 60 rooted in Path (60),7.20358322,1
Cell 61 rooted in Path (61),5.261885933,1
Cell 59 rooted in Path (59),9.337759908,1
Cell 57 rooted in Path (57),3.565819766,1
Cell 58 rooted in Path (58),4.185401604,1
Cell 11 rooted in Path (11),11.95541494,1
Cell 99 rooted in Path (99),1.915121428,1
Cell 12 rooted in Path (12),10.32350858,1
Cell 97 rooted in Path (97),4.075873974,1
Cell 10 rooted in Path (10),9.821238257,1
Cell 98 rooted in Path (98),4.449824694,1
Cell 95 rooted in Path (95),2.334439977,1
Cell 96 rooted in Path (96),1.696066168,1
Cell 93 rooted in Path (93),3.875610685,1
Cell 94 rooted in Path (94),7.31311085,1
Cell 91 rooted in Path (91),2.489335437,1
Cell 92 rooted in Path (92),7.195799331,1
Cell 90 rooted in Path (90),18.29378521,1
Cell 88 rooted in Path (88),12.06494257,1
Cell 89 rooted in Path (89),3.301396676,1
Cell 86 rooted in Path (86),14.14274335,1
Cell 87 rooted in Path (87),15.52123471,1
Cell 84 rooted in Path (84),27.63154511,1
Cell 85 rooted in Path (85),3.501659965,1
Cell 82 rooted in Path (82),8.12517209,1
Cell 83 rooted in Path (83),5.307253763,1
Cell 80 rooted in Path (80),29.72813786,1
Cell 81 rooted in Path (81),4.997462844,1
Cell 79 rooted in Path (79),5.307253763,1
,813.5969175,
