\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),20.9380161,1
Cell 33 rooted in Path (33),3.547027795,1
Cell 77 rooted in Path (77),28.19797523,1
Cell 5 rooted in Path (5),24.53041173,1
Cell 34 rooted in Path (34),10.7616191,1
Cell 78 rooted in Path (78),8.12517209,1
Cell 2 rooted in Path (2),11.31704114,1
Cell 31 rooted in Path (31),13.48880176,1
Cell 75 rooted in Path (75),1.431643078,1
Cell 3 rooted in Path (3),5.990995402,1
Cell 32 rooted in Path (32),47.01738243,1
Cell 76 rooted in Path (76),2.024649058,1
Cell 73 rooted in Path (73),22.22254761,1
Cell 1 rooted in Path (1),51.13862423,1
Cell 30 rooted in Path (30),31.10340503,1
Cell 74 rooted in Path (74),14.47132624,1
Cell 71 rooted in Path (71),38.3367883,1
Cell 72 rooted in Path (72),6.429105922,1
Cell 70 rooted in Path (70),10.24055681,1
Cell 8 rooted in Path (8),5.790732113,1
Cell 9 rooted in Path (9),11.91004711,1
Cell 6 rooted in Path (6),20.93023221,1
Cell 7 rooted in Path (7),41.50986538,1
Cell 28 rooted in Path (28),15.85760149,1
Cell 29 rooted in Path (29),16.82455819,1
Cell 26 rooted in Path (26),4.842567384,1
Cell 27 rooted in Path (27),19.15899817,1
Cell 24 rooted in Path (24),47.96554716,1
Cell 68 rooted in Path (68),11.14335371,1
Cell 25 rooted in Path (25),29.26345148,1
Cell 69 rooted in Path (69),7.46800631,1
Cell 22 rooted in Path (22),5.371413563,1
Cell 66 rooted in Path (66),22.30549938,1
Cell 23 rooted in Path (23),18.78504745,1
Cell 67 rooted in Path (67),9.073336818,1
Cell 20 rooted in Path (20),4.030506145,1
Cell 64 rooted in Path (64),21.47464617,1
Cell 21 rooted in Path (21),7.441430451,1
Cell 65 rooted in Path (65),3.346764506,1
Cell 62 rooted in Path (62),3.501659965,1
Cell 63 rooted in Path (63),40.58827651,1
Cell 60 rooted in Path (60),10.98845825,1
Cell 61 rooted in Path (61),4.978670873,1
Cell 19 rooted in Path (19),10.61450753,1
Cell 17 rooted in Path (17),19.22315797,1
Cell 18 rooted in Path (18),10.98845825,1
Cell 15 rooted in Path (15),42.43923813,1
Cell 59 rooted in Path (59),6.255418492,1
Cell 16 rooted in Path (16),10.5691397,1
Cell 13 rooted in Path (13),16.66966273,1
Cell 57 rooted in Path (57),11.03382608,1
Cell 14 rooted in Path (14),33.91353947,1
Cell 58 rooted in Path (58),6.164682832,1
Cell 11 rooted in Path (11),34.58949722,1
Cell 55 rooted in Path (55),4.559352324,1
Cell 12 rooted in Path (12),12.62036461,1
Cell 56 rooted in Path (56),16.47718333,1
Cell 53 rooted in Path (53),9.802446287,1
Cell 10 rooted in Path (10),12.81284401,1
Cell 54 rooted in Path (54),9.027968988,1
Cell 51 rooted in Path (51),17.70856312,1
Cell 52 rooted in Path (52),8.234699719,1
Cell 50 rooted in Path (50),15.85760149,1
Cell 48 rooted in Path (48),45.92210613,1
Cell 49 rooted in Path (49),37.39640746,1
Cell 46 rooted in Path (46),15.50244274,1
Cell 47 rooted in Path (47),3.346764506,1
Cell 44 rooted in Path (44),8.499122809,1
Cell 45 rooted in Path (45),7.57753394,1
Cell 42 rooted in Path (42),21.00995979,1
Cell 43 rooted in Path (43),28.45139024,1
Cell 40 rooted in Path (40),64.88862489,1
Cell 41 rooted in Path (41),16.65087076,1
Cell 80 rooted in Path (80),3.565819766,1
Cell 39 rooted in Path (39),24.14545293,1
Cell 37 rooted in Path (37),10.01371766,1
Cell 38 rooted in Path (38),9.054544848,1
Cell 35 rooted in Path (35),4.668879954,1
Cell 79 rooted in Path (79),2.024649058,1
Cell 36 rooted in Path (36),3.565819766,1
,1351.710019,
