\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),14.09737552,1
Cell 33 rooted in Path (33),22.27892352,1
Cell 5 rooted in Path (5),1.960489257,1
Cell 34 rooted in Path (34),5.088198503,1
Cell 2 rooted in Path (2),6.538633552,1
Cell 31 rooted in Path (31),8.40838715,1
Cell 3 rooted in Path (3),17.53487569,1
Cell 32 rooted in Path (32),1.541170708,1
Cell 1 rooted in Path (1),12.26520586,1
Cell 30 rooted in Path (30),2.443967607,1
Cell 71 rooted in Path (71),7.441430451,1
Cell 72 rooted in Path (72),13.14921079,1
Cell 70 rooted in Path (70),3.875610685,1
Cell 8 rooted in Path (8),35.55322972,1
Cell 9 rooted in Path (9),5.042830673,1
Cell 6 rooted in Path (6),0.902796899,1
Cell 7 rooted in Path (7),0.747901439,1
Cell 28 rooted in Path (28),2.334439977,1
Cell 29 rooted in Path (29),1.167219988,1
Cell 26 rooted in Path (26),3.018181616,1
Cell 27 rooted in Path (27),26.14352613,1
Cell 24 rooted in Path (24),4.513984494,1
Cell 68 rooted in Path (68),6.493265722,1
Cell 25 rooted in Path (25),6.402530062,1
Cell 69 rooted in Path (69),6.693529011,1
Cell 22 rooted in Path (22),11.67219988,1
Cell 66 rooted in Path (66),8.873073529,1
Cell 23 rooted in Path (23),5.590468823,1
Cell 67 rooted in Path (67),2.334439977,1
Cell 20 rooted in Path (20),7.177007361,1
Cell 64 rooted in Path (64),1.650698338,1
Cell 21 rooted in Path (21),4.140033775,1
Cell 65 rooted in Path (65),16.15960852,1
Cell 62 rooted in Path (62),10.21398095,1
Cell 63 rooted in Path (63),33.73985204,1
Cell 60 rooted in Path (60),5.088198503,1
Cell 61 rooted in Path (61),3.894402655,1
Cell 19 rooted in Path (19),3.611187595,1
Cell 17 rooted in Path (17),14.13495946,1
Cell 18 rooted in Path (18),2.598863067,1
Cell 15 rooted in Path (15),9.164072478,1
Cell 59 rooted in Path (59),3.611187595,1
Cell 16 rooted in Path (16),2.398599777,1
Cell 13 rooted in Path (13),2.224912347,1
Cell 57 rooted in Path (57),25.89011112,1
Cell 14 rooted in Path (14),1.541170708,1
Cell 58 rooted in Path (58),18.53941633,1
Cell 11 rooted in Path (11),4.404456864,1
Cell 55 rooted in Path (55),9.292392078,1
Cell 12 rooted in Path (12),4.933303044,1
Cell 56 rooted in Path (56),1.915121428,1
Cell 53 rooted in Path (53),17.57245963,1
Cell 10 rooted in Path (10),14.13495946,1
Cell 54 rooted in Path (54),11.44536074,1
Cell 51 rooted in Path (51),2.598863067,1
Cell 52 rooted in Path (52),1.805593798,1
Cell 50 rooted in Path (50),2.598863067,1
Cell 48 rooted in Path (48),2.334439977,1
Cell 49 rooted in Path (49),6.893792301,1
Cell 46 rooted in Path (46),6.364946122,1
Cell 47 rooted in Path (47),28.8629249,1
Cell 44 rooted in Path (44),16.30672009,1
Cell 45 rooted in Path (45),2.024649058,1
Cell 42 rooted in Path (42),4.559352324,1
Cell 43 rooted in Path (43),12.83163598,1
Cell 40 rooted in Path (40),9.885398057,1
Cell 41 rooted in Path (41),4.578144294,1
Cell 39 rooted in Path (39),9.110920759,1
Cell 37 rooted in Path (37),23.07219279,1
Cell 38 rooted in Path (38),7.75122137,1
Cell 35 rooted in Path (35),21.53102208,1
Cell 36 rooted in Path (36),9.009177018,1
,645.7032702,
