\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),13.02089119,1
Cell 33 rooted in Path (33),3.191869046,1
Cell 77 rooted in Path (77),6.602793352,1
Cell 5 rooted in Path (5),20.86284822,1
Cell 34 rooted in Path (34),2.334439977,1
Cell 78 rooted in Path (78),3.036973586,1
Cell 2 rooted in Path (2),23.68076655,1
Cell 31 rooted in Path (31),34.65365702,1
Cell 75 rooted in Path (75),2.024649058,1
Cell 3 rooted in Path (3),2.024649058,1
Cell 32 rooted in Path (32),5.507517053,1
Cell 76 rooted in Path (76),2.817918326,1
Cell 73 rooted in Path (73),20.82848847,1
Cell 1 rooted in Path (1),27.73006466,1
Cell 30 rooted in Path (30),18.06372187,1
Cell 74 rooted in Path (74),17.96520232,1
Cell 71 rooted in Path (71),2.708390697,1
Cell 72 rooted in Path (72),3.082341416,1
Cell 70 rooted in Path (70),3.766083055,1
Cell 8 rooted in Path (8),4.668879954,1
Cell 9 rooted in Path (9),31.23950852,1
Cell 6 rooted in Path (6),17.48950786,1
Cell 7 rooted in Path (7),5.854891913,1
Cell 28 rooted in Path (28),2.882078127,1
Cell 29 rooted in Path (29),6.364946122,1
Cell 26 rooted in Path (26),5.243093963,1
Cell 27 rooted in Path (27),14.39159866,1
Cell 24 rooted in Path (24),10.58793167,1
Cell 68 rooted in Path (68),6.364946122,1
Cell 25 rooted in Path (25),5.836099942,1
Cell 69 rooted in Path (69),4.049298115,1
Cell 22 rooted in Path (22),4.823775414,1
Cell 66 rooted in Path (66),11.29824917,1
Cell 23 rooted in Path (23),29.6374022,1
Cell 67 rooted in Path (67),18.32036107,1
Cell 20 rooted in Path (20),7.679277681,1
Cell 64 rooted in Path (64),2.334439977,1
Cell 21 rooted in Path (21),20.49990558,1
Cell 65 rooted in Path (65),2.972813786,1
Cell 62 rooted in Path (62),2.927445956,1
Cell 63 rooted in Path (63),3.018181616,1
Cell 60 rooted in Path (60),2.024649058,1
Cell 61 rooted in Path (61),4.404456864,1
Cell 19 rooted in Path (19),7.048687761,1
Cell 17 rooted in Path (17),4.513984494,1
Cell 18 rooted in Path (18),5.745364283,1
Cell 15 rooted in Path (15),3.547027795,1
Cell 59 rooted in Path (59),14.25227098,1
Cell 16 rooted in Path (16),22.64186616,1
Cell 13 rooted in Path (13),4.604720154,1
Cell 57 rooted in Path (57),1.960489257,1
Cell 14 rooted in Path (14),19.48758105,1
Cell 58 rooted in Path (58),2.644230896,1
Cell 11 rooted in Path (11),1.650698338,1
Cell 55 rooted in Path (55),24.91214634,1
Cell 12 rooted in Path (12),1.915121428,1
Cell 56 rooted in Path (56),4.140033775,1
Cell 53 rooted in Path (53),2.663022867,1
Cell 10 rooted in Path (10),13.50436954,1
Cell 54 rooted in Path (54),0.793269269,1
Cell 51 rooted in Path (51),21.56538183,1
Cell 52 rooted in Path (52),2.598863067,1
Cell 50 rooted in Path (50),3.146501216,1
Cell 48 rooted in Path (48),2.927445956,1
Cell 49 rooted in Path (49),1.386275248,1
Cell 46 rooted in Path (46),26.72874822,1
Cell 47 rooted in Path (47),5.990995402,1
Cell 44 rooted in Path (44),2.663022867,1
Cell 45 rooted in Path (45),7.48679828,1
Cell 42 rooted in Path (42),31.5071558,1
Cell 43 rooted in Path (43),4.423248835,1
Cell 40 rooted in Path (40),3.501659965,1
Cell 84 rooted in Path (84),2.179544517,1
Cell 41 rooted in Path (41),5.881467772,1
Cell 82 rooted in Path (82),4.423248835,1
Cell 83 rooted in Path (83),2.134176687,1
Cell 80 rooted in Path (80),12.62036461,1
Cell 81 rooted in Path (81),7.53216611,1
Cell 39 rooted in Path (39),5.061622644,1
Cell 37 rooted in Path (37),3.036973586,1
Cell 38 rooted in Path (38),7.42263848,1
Cell 35 rooted in Path (35),3.146501216,1
Cell 79 rooted in Path (79),2.334439977,1
Cell 36 rooted in Path (36),19.37805342,1
,763.9191832,
