\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),4.468616664,1
Cell 11 rooted in Path (11),8.01564446,1
Cell 5 rooted in Path (5),14.83749307,1
Cell 12 rooted in Path (12),15.9139774,1
Cell 2 rooted in Path (2),20.52648144,1
Cell 31 rooted in Path (31),3.082341416,1
Cell 3 rooted in Path (3),2.991605757,1
Cell 10 rooted in Path (10),12.55620481,1
Cell 1 rooted in Path (1),20.78312064,1
Cell 30 rooted in Path (30),2.863286156,1
Cell 8 rooted in Path (8),9.647550827,1
Cell 9 rooted in Path (9),12.09151843,1
Cell 6 rooted in Path (6),12.77526007,1
Cell 7 rooted in Path (7),10.38766838,1
Cell 28 rooted in Path (28),3.985138315,1
Cell 29 rooted in Path (29),6.164682832,1
Cell 26 rooted in Path (26),6.228842632,1
Cell 27 rooted in Path (27),12.74868421,1
Cell 24 rooted in Path (24),1.960489257,1
Cell 25 rooted in Path (25),5.635836653,1
Cell 22 rooted in Path (22),3.282604706,1
Cell 23 rooted in Path (23),2.753758526,1
Cell 20 rooted in Path (20),4.668879954,1
Cell 21 rooted in Path (21),4.687671924,1
Cell 19 rooted in Path (19),13.9159042,1
Cell 17 rooted in Path (17),0.793269269,1
Cell 18 rooted in Path (18),0.638373809,1
Cell 15 rooted in Path (15),7.679277681,1
Cell 16 rooted in Path (16),4.030506145,1
Cell 13 rooted in Path (13),6.693529011,1
Cell 14 rooted in Path (14),6.036363232,1
,242.8445819,
