\,Branch length (µm) [Single value],No. of compartments
Cell 77 rooted in Path (77),17.99956207,1
Cell 78 rooted in Path (78),4.140033775,1
Cell 75 rooted in Path (75),18.90235896,1
Cell 76 rooted in Path (76),12.13688626,1
Cell 73 rooted in Path (73),4.823775414,1
Cell 74 rooted in Path (74),14.67158953,1
Cell 71 rooted in Path (71),28.96922834,1
Cell 72 rooted in Path (72),43.44055458,1
Cell 70 rooted in Path (70),9.209440307,1
Cell 68 rooted in Path (68),14.67158953,1
Cell 69 rooted in Path (69),34.9867996,1
,203.9518184,
