\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),2.6630228667443685,1
Cell 33 rooted in Path (33),18.10130580655012,1
Cell 5 rooted in Path (5),24.912146336919545,1
Cell 34 rooted in Path (34),24.840202647762073,1
Cell 2 rooted in Path (2),2.48933543665324,1
Cell 31 rooted in Path (31),13.915904202150813,1
Cell 3 rooted in Path (3),2.37980780672153,1
Cell 32 rooted in Path (32),39.30374499957143,1
Cell 1 rooted in Path (1),3.6111875953555725,1
Cell 30 rooted in Path (30),21.62954163135914,1
Cell 8 rooted in Path (8),19.260741906026674,1
Cell 9 rooted in Path (9),17.644403316436147,1
Cell 6 rooted in Path (6),47.281805518415496,1
Cell 7 rooted in Path (7),8.38181129018768,1
Cell 28 rooted in Path (28),11.079193905315288,1
Cell 29 rooted in Path (29),9.092128788548314,1
Cell 26 rooted in Path (26),13.587321312355654,1
Cell 27 rooted in Path (27),14.471326240807425,1
Cell 24 rooted in Path (24),20.938016103385614,1
Cell 25 rooted in Path (25),8.89964938807007,1
Cell 22 rooted in Path (22),7.751221369982572,1
Cell 23 rooted in Path (23),17.153141077938926,1
Cell 20 rooted in Path (20),28.942652481614864,1
Cell 21 rooted in Path (21),40.21432578740842,1
Cell 19 rooted in Path (19),14.799909130602579,1
Cell 17 rooted in Path (17),32.39894461726642,1
Cell 18 rooted in Path (18),16.96066167746067,1
Cell 15 rooted in Path (15),35.06196748401077,1
Cell 16 rooted in Path (16),15.921761289304873,1
Cell 13 rooted in Path (13),40.999811167317546,1
Cell 14 rooted in Path (14),17.965202317233214,1
Cell 11 rooted in Path (11),12.748684213676201,1
Cell 12 rooted in Path (12),41.15793081941255,1
Cell 10 rooted in Path (10),20.927008021996578,1
Cell 51 rooted in Path (51),16.71503055821207,1
Cell 52 rooted in Path (52),16.60550292828035,1
Cell 50 rooted in Path (50),23.227088250562556,1
Cell 48 rooted in Path (48),2.4439676068809613,1
Cell 49 rooted in Path (49),6.519841581348551,1
Cell 46 rooted in Path (46),3.5470277951961484,1
Cell 47 rooted in Path (47),11.928839085383807,1
Cell 44 rooted in Path (44),14.781117160215453,1
Cell 45 rooted in Path (45),24.968522248080927,1
Cell 42 rooted in Path (42),12.182254093630492,1
Cell 43 rooted in Path (43),1.3862752483380478,1
Cell 40 rooted in Path (40),13.122634933243642,1
Cell 41 rooted in Path (41),7.267743020483414,1
Cell 39 rooted in Path (39),5.152358303397618,1
Cell 37 rooted in Path (37),9.775870427523788,1
Cell 38 rooted in Path (38),3.611187595355561,1
Cell 35 rooted in Path (35),7.5775339398914445,1
Cell 36 rooted in Path (36),37.34325574218965,1
