\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),13.03968316,1
Cell 33 rooted in Path (33),15.8498176,1
Cell 77 rooted in Path (77),9.730502598,1
Cell 5 rooted in Path (5),5.061622644,1
Cell 34 rooted in Path (34),2.663022867,1
Cell 78 rooted in Path (78),3.282604706,1
Cell 2 rooted in Path (2),36.38408293,1
Cell 31 rooted in Path (31),2.644230896,1
Cell 75 rooted in Path (75),3.237236876,1
Cell 3 rooted in Path (3),2.489335437,1
Cell 32 rooted in Path (32),16.93408582,1
Cell 76 rooted in Path (76),3.875610685,1
Cell 73 rooted in Path (73),7.70585354,1
Cell 1 rooted in Path (1),16.6884547,1
Cell 30 rooted in Path (30),18.53941633,1
Cell 74 rooted in Path (74),11.81931146,1
Cell 71 rooted in Path (71),2.863286156,1
Cell 72 rooted in Path (72),23.18950431,1
Cell 70 rooted in Path (70),4.094665945,1
Cell 8 rooted in Path (8),3.656555425,1
Cell 9 rooted in Path (9),4.797199554,1
Cell 6 rooted in Path (6),2.553495237,1
Cell 7 rooted in Path (7),6.848424471,1
Cell 28 rooted in Path (28),20.89264827,1
Cell 29 rooted in Path (29),2.179544517,1
Cell 26 rooted in Path (26),8.18933189,1
Cell 27 rooted in Path (27),8.344227349,1
Cell 24 rooted in Path (24),1.541170708,1
Cell 68 rooted in Path (68),6.784264671,1
Cell 25 rooted in Path (25),2.772550497,1
Cell 69 rooted in Path (69),6.429105922,1
Cell 22 rooted in Path (22),2.663022867,1
Cell 66 rooted in Path (66),7.241167161,1
Cell 23 rooted in Path (23),5.854891913,1
Cell 67 rooted in Path (67),7.75122137,1
Cell 20 rooted in Path (20),7.003319931,1
Cell 64 rooted in Path (64),2.289072147,1
Cell 21 rooted in Path (21),3.127709246,1
Cell 65 rooted in Path (65),19.59710868,1
Cell 62 rooted in Path (62),1.805593798,1
Cell 63 rooted in Path (63),1.386275248,1
Cell 60 rooted in Path (60),2.927445956,1
Cell 61 rooted in Path (61),6.976744071,1
Cell 19 rooted in Path (19),6.081731062,1
Cell 17 rooted in Path (17),15.83102563,1
Cell 18 rooted in Path (18),6.210050662,1
Cell 15 rooted in Path (15),1.696066168,1
Cell 59 rooted in Path (59),5.790732113,1
Cell 16 rooted in Path (16),1.915121428,1
Cell 13 rooted in Path (13),8.40838715,1
Cell 57 rooted in Path (57),3.410924306,1
Cell 14 rooted in Path (14),3.036973586,1
Cell 58 rooted in Path (58),2.443967607,1
Cell 11 rooted in Path (11),30.21161621,1
Cell 55 rooted in Path (55),2.508127407,1
Cell 12 rooted in Path (12),11.39999291,1
Cell 56 rooted in Path (56),2.398599777,1
Cell 53 rooted in Path (53),3.146501216,1
Cell 10 rooted in Path (10),2.598863067,1
Cell 54 rooted in Path (54),13.82516854,1
Cell 51 rooted in Path (51),2.663022867,1
Cell 95 rooted in Path (95),4.030506145,1
Cell 52 rooted in Path (52),1.915121428,1
Cell 96 rooted in Path (96),2.644230896,1
Cell 93 rooted in Path (93),9.511447338,1
Cell 50 rooted in Path (50),4.158825745,1
Cell 94 rooted in Path (94),9.866606087,1
Cell 91 rooted in Path (91),1.960489257,1
Cell 92 rooted in Path (92),2.644230896,1
Cell 90 rooted in Path (90),3.237236876,1
Cell 48 rooted in Path (48),10.58793167,1
Cell 49 rooted in Path (49),6.338370262,1
Cell 46 rooted in Path (46),0.902796899,1
Cell 47 rooted in Path (47),1.696066168,1
Cell 44 rooted in Path (44),1.276747618,1
Cell 88 rooted in Path (88),2.024649058,1
Cell 45 rooted in Path (45),4.094665945,1
Cell 89 rooted in Path (89),3.766083055,1
Cell 42 rooted in Path (42),26.07158244,1
Cell 86 rooted in Path (86),3.611187595,1
Cell 43 rooted in Path (43),3.766083055,1
Cell 87 rooted in Path (87),4.030506145,1
Cell 40 rooted in Path (40),6.912584271,1
Cell 84 rooted in Path (84),9.473863397,1
Cell 41 rooted in Path (41),3.392132335,1
Cell 85 rooted in Path (85),6.429105922,1
Cell 82 rooted in Path (82),8.571066498,1
Cell 83 rooted in Path (83),12.40130935,1
Cell 80 rooted in Path (80),1.960489257,1
Cell 81 rooted in Path (81),14.50891018,1
Cell 39 rooted in Path (39),29.06318819,1
Cell 37 rooted in Path (37),11.56267225,1
Cell 38 rooted in Path (38),7.7965892,1
Cell 35 rooted in Path (35),3.036973586,1
Cell 79 rooted in Path (79),3.127709246,1
Cell 36 rooted in Path (36),7.37727065,1
,701.0305202,
