\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),13.67027308,1
Cell 11 rooted in Path (11),20.41695381,1
Cell 33 rooted in Path (33),2.334439977,1
Cell 5 rooted in Path (5),19.86153177,1
Cell 12 rooted in Path (12),5.042830673,1
Cell 34 rooted in Path (34),2.070016887,1
Cell 2 rooted in Path (2),13.03968316,1
Cell 31 rooted in Path (31),1.805593798,1
Cell 3 rooted in Path (3),9.847814117,1
Cell 10 rooted in Path (10),28.53434201,1
Cell 32 rooted in Path (32),3.766083055,1
Cell 1 rooted in Path (1),29.02560425,1
Cell 30 rooted in Path (30),2.598863067,1
Cell 8 rooted in Path (8),7.331902821,1
Cell 9 rooted in Path (9),14.92822873,1
Cell 6 rooted in Path (6),15.83102563,1
Cell 7 rooted in Path (7),16.66966273,1
Cell 28 rooted in Path (28),6.293002432,1
Cell 29 rooted in Path (29),5.371413563,1
Cell 26 rooted in Path (26),2.598863067,1
Cell 27 rooted in Path (27),3.082341416,1
Cell 24 rooted in Path (24),1.915121428,1
Cell 25 rooted in Path (25),2.817918326,1
Cell 22 rooted in Path (22),16.77140647,1
Cell 23 rooted in Path (23),3.346764506,1
Cell 20 rooted in Path (20),12.55620481,1
Cell 21 rooted in Path (21),6.447897892,1
Cell 19 rooted in Path (19),1.121852159,1
Cell 17 rooted in Path (17),19.48758105,1
Cell 18 rooted in Path (18),23.582247,1
Cell 15 rooted in Path (15),2.115384717,1
Cell 37 rooted in Path (37),2.334439977,1
Cell 16 rooted in Path (16),34.31729024,1
Cell 13 rooted in Path (13),11.23408937,1
Cell 35 rooted in Path (35),2.817918326,1
Cell 14 rooted in Path (14),5.106990474,1
Cell 36 rooted in Path (36),2.024649058,1
,372.1182259,
