\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),3.830242855,1
Cell 33 rooted in Path (33),3.346764506,1
Cell 5 rooted in Path (5),6.693529011,1
Cell 34 rooted in Path (34),35.66275735,1
Cell 2 rooted in Path (2),3.346764506,1
Cell 31 rooted in Path (31),3.456292136,1
Cell 3 rooted in Path (3),15.36633925,1
Cell 32 rooted in Path (32),12.37473349,1
Cell 1 rooted in Path (1),34.84291222,1
Cell 30 rooted in Path (30),3.565819766,1
Cell 8 rooted in Path (8),2.553495237,1
Cell 9 rooted in Path (9),17.36441245,1
Cell 6 rooted in Path (6),2.863286156,1
Cell 7 rooted in Path (7),1.650698338,1
Cell 28 rooted in Path (28),4.778407584,1
Cell 29 rooted in Path (29),2.753758526,1
Cell 26 rooted in Path (26),2.598863067,1
Cell 27 rooted in Path (27),5.790732113,1
Cell 24 rooted in Path (24),3.082341416,1
Cell 25 rooted in Path (25),6.009787372,1
Cell 22 rooted in Path (22),1.696066168,1
Cell 23 rooted in Path (23),2.224912347,1
Cell 20 rooted in Path (20),22.02228432,1
Cell 21 rooted in Path (21),11.82709534,1
Cell 62 rooted in Path (62),4.249561405,1
Cell 60 rooted in Path (60),10.74282713,1
Cell 61 rooted in Path (61),1.760225968,1
Cell 19 rooted in Path (19),4.113457915,1
Cell 17 rooted in Path (17),7.331902821,1
Cell 18 rooted in Path (18),3.520451936,1
Cell 15 rooted in Path (15),0.902796899,1
Cell 59 rooted in Path (59),3.392132335,1
Cell 16 rooted in Path (16),0.528846179,1
Cell 13 rooted in Path (13),17.10777325,1
Cell 57 rooted in Path (57),4.623512124,1
Cell 14 rooted in Path (14),12.68452441,1
Cell 58 rooted in Path (58),23.02682496,1
Cell 11 rooted in Path (11),19.525165,1
Cell 55 rooted in Path (55),2.817918326,1
Cell 12 rooted in Path (12),1.805593798,1
Cell 56 rooted in Path (56),17.02482148,1
Cell 53 rooted in Path (53),4.823775414,1
Cell 10 rooted in Path (10),1.167219988,1
Cell 54 rooted in Path (54),29.9582012,1
Cell 51 rooted in Path (51),11.49851245,1
Cell 52 rooted in Path (52),3.392132335,1
Cell 50 rooted in Path (50),8.280067549,1
Cell 48 rooted in Path (48),5.699996453,1
Cell 49 rooted in Path (49),5.919051713,1
Cell 46 rooted in Path (46),3.501659965,1
Cell 47 rooted in Path (47),16.90750996,1
Cell 44 rooted in Path (44),19.66126848,1
Cell 45 rooted in Path (45),9.428495567,1
Cell 42 rooted in Path (42),2.443967607,1
Cell 43 rooted in Path (43),33.98870735,1
Cell 40 rooted in Path (40),6.602793352,1
Cell 41 rooted in Path (41),15.93276937,1
Cell 39 rooted in Path (39),30.87656588,1
Cell 37 rooted in Path (37),12.79405204,1
Cell 38 rooted in Path (38),4.294929234,1
Cell 35 rooted in Path (35),12.81284401,1
Cell 36 rooted in Path (36),8.480330839,1
,593.3254822,
