\,Branch length (µm) [Single value],No. of compartments
Cell 55 rooted in Path (55),2.070016887,1
Cell 56 rooted in Path (56),3.127709246,1
Cell 53 rooted in Path (53),13.67805697,1
Cell 54 rooted in Path (54),5.881467772,1
Cell 51 rooted in Path (51),3.701923255,1
Cell 52 rooted in Path (52),3.018181616,1
Cell 50 rooted in Path (50),11.01503411,1
,42.49238985,
