\,Branch length (µm) [Single value],No. of compartments
Cell 66 rooted in Path (66),2.753758526,1
Cell 67 rooted in Path (67),5.771940142,1
Cell 64 rooted in Path (64),9.009177018,1
Cell 65 rooted in Path (65),11.69877574,1
Cell 62 rooted in Path (62),7.24895105,1
Cell 63 rooted in Path (63),13.13041882,1
Cell 68 rooted in Path (68),7.7965892,1
,57.4096105,
