\,Branch length (µm) [Single value],No. of compartments
Cell 73 rooted in Path (73),3.392132335,1
Cell 74 rooted in Path (74),1.960489257,1
Cell 71 rooted in Path (71),4.449824694,1
Cell 72 rooted in Path (72),3.173077076,1
Cell 70 rooted in Path (70),8.835489588,1
Cell 68 rooted in Path (68),6.081731062,1
Cell 69 rooted in Path (69),2.443967607,1
,30.33671162,
