\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),23.02682496,1
Cell 33 rooted in Path (33),5.745364283,1
Cell 77 rooted in Path (77),6.210050662,1
Cell 5 rooted in Path (5),16.76039839,1
Cell 34 rooted in Path (34),6.757688812,1
Cell 78 rooted in Path (78),7.26774302,1
Cell 2 rooted in Path (2),19.14020619,1
Cell 31 rooted in Path (31),17.32682851,1
Cell 75 rooted in Path (75),16.59771904,1
Cell 3 rooted in Path (3),6.912584271,1
Cell 32 rooted in Path (32),7.177007361,1
Cell 76 rooted in Path (76),6.164682832,1
Cell 73 rooted in Path (73),5.854891913,1
Cell 1 rooted in Path (1),6.629369211,1
Cell 30 rooted in Path (30),18.46747264,1
Cell 74 rooted in Path (74),4.423248835,1
Cell 71 rooted in Path (71),0.902796899,1
Cell 72 rooted in Path (72),25.87131915,1
Cell 70 rooted in Path (70),3.036973586,1
Cell 8 rooted in Path (8),24.2284047,1
Cell 9 rooted in Path (9),2.708390697,1
Cell 6 rooted in Path (6),2.489335437,1
Cell 7 rooted in Path (7),2.927445956,1
Cell 28 rooted in Path (28),22.60750641,1
Cell 29 rooted in Path (29),3.392132335,1
Cell 26 rooted in Path (26),2.179544517,1
Cell 27 rooted in Path (27),5.507517053,1
Cell 24 rooted in Path (24),3.985138315,1
Cell 68 rooted in Path (68),4.423248835,1
Cell 25 rooted in Path (25),2.927445956,1
Cell 69 rooted in Path (69),1.121852159,1
Cell 22 rooted in Path (22),3.501659965,1
Cell 66 rooted in Path (66),2.708390697,1
Cell 23 rooted in Path (23),17.30803654,1
Cell 67 rooted in Path (67),5.462149223,1
Cell 20 rooted in Path (20),2.070016887,1
Cell 64 rooted in Path (64),18.64894396,1
Cell 21 rooted in Path (21),3.611187595,1
Cell 65 rooted in Path (65),8.608650439,1
Cell 62 rooted in Path (62),26.44553316,1
Cell 63 rooted in Path (63),6.648161182,1
Cell 60 rooted in Path (60),4.578144294,1
Cell 61 rooted in Path (61),6.493265722,1
Cell 19 rooted in Path (19),7.68706157,1
Cell 17 rooted in Path (17),15.33976339,1
Cell 18 rooted in Path (18),3.784875025,1
Cell 15 rooted in Path (15),14.42595841,1
Cell 59 rooted in Path (59),2.817918326,1
Cell 16 rooted in Path (16),12.06494257,1
Cell 13 rooted in Path (13),3.701923255,1
Cell 57 rooted in Path (57),3.127709246,1
Cell 14 rooted in Path (14),4.733039754,1
Cell 58 rooted in Path (58),5.307253763,1
Cell 11 rooted in Path (11),4.158825745,1
Cell 55 rooted in Path (55),2.224912347,1
Cell 12 rooted in Path (12),2.663022867,1
Cell 56 rooted in Path (56),3.675347396,1
Cell 53 rooted in Path (53),5.945627572,1
Cell 10 rooted in Path (10),6.848424471,1
Cell 54 rooted in Path (54),5.088198503,1
Cell 51 rooted in Path (51),4.423248835,1
Cell 52 rooted in Path (52),8.40838715,1
Cell 50 rooted in Path (50),4.049298115,1
Cell 48 rooted in Path (48),5.726572312,1
Cell 49 rooted in Path (49),10.22176484,1
Cell 46 rooted in Path (46),4.468616664,1
Cell 47 rooted in Path (47),1.805593798,1
Cell 44 rooted in Path (44),3.939770485,1
Cell 45 rooted in Path (45),4.733039754,1
Cell 42 rooted in Path (42),11.05261805,1
Cell 43 rooted in Path (43),1.541170708,1
Cell 40 rooted in Path (40),4.559352324,1
Cell 41 rooted in Path (41),22.77018576,1
Cell 39 rooted in Path (39),6.164682832,1
Cell 37 rooted in Path (37),8.982601159,1
Cell 38 rooted in Path (38),0.793269269,1
Cell 35 rooted in Path (35),10.6332995,1
Cell 79 rooted in Path (79),4.887935214,1
Cell 36 rooted in Path (36),2.489335437,1
,614.100819,
