\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),3.720715225,1
Cell 11 rooted in Path (11),1.850961627,1
Cell 5 rooted in Path (5),11.20751351,1
Cell 12 rooted in Path (12),1.650698338,1
Cell 2 rooted in Path (2),20.57184927,1
Cell 3 rooted in Path (3),3.301396676,1
Cell 10 rooted in Path (10),3.346764506,1
Cell 1 rooted in Path (1),12.79405204,1
Cell 8 rooted in Path (8),4.185401604,1
Cell 9 rooted in Path (9),6.364946122,1
Cell 6 rooted in Path (6),6.073947173,1
Cell 7 rooted in Path (7),8.544490639,1
Cell 13 rooted in Path (13),5.435573363,1
,89.0483101,
