\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),8.36301932,1
Cell 33 rooted in Path (33),16.09544872,1
Cell 77 rooted in Path (77),10.32350858,1
Cell 5 rooted in Path (5),5.790732113,1
Cell 34 rooted in Path (34),6.693529011,1
Cell 78 rooted in Path (78),19.11363034,1
Cell 2 rooted in Path (2),3.501659965,1
Cell 31 rooted in Path (31),9.401919708,1
Cell 75 rooted in Path (75),6.821848612,1
Cell 3 rooted in Path (3),41.09833072,1
Cell 32 rooted in Path (32),2.489335437,1
Cell 76 rooted in Path (76),22.56992247,1
Cell 73 rooted in Path (73),4.359089034,1
Cell 1 rooted in Path (1),11.13556982,1
Cell 30 rooted in Path (30),20.05401117,1
Cell 74 rooted in Path (74),9.775870428,1
Cell 71 rooted in Path (71),5.197726133,1
Cell 72 rooted in Path (72),5.745364283,1
Cell 70 rooted in Path (70),7.286534991,1
Cell 8 rooted in Path (8),2.882078127,1
Cell 9 rooted in Path (9),4.778407584,1
Cell 6 rooted in Path (6),3.565819766,1
Cell 7 rooted in Path (7),4.668879954,1
Cell 28 rooted in Path (28),6.803056641,1
Cell 29 rooted in Path (29),10.14982115,1
Cell 26 rooted in Path (26),10.01371766,1
Cell 27 rooted in Path (27),7.42263848,1
Cell 24 rooted in Path (24),1.850961627,1
Cell 68 rooted in Path (68),2.972813786,1
Cell 25 rooted in Path (25),3.036973586,1
Cell 69 rooted in Path (69),7.505590251,1
Cell 22 rooted in Path (22),7.396062621,1
Cell 66 rooted in Path (66),5.919051713,1
Cell 23 rooted in Path (23),5.462149223,1
Cell 67 rooted in Path (67),5.133566333,1
Cell 20 rooted in Path (20),41.40033775,1
Cell 64 rooted in Path (64),3.501659965,1
Cell 21 rooted in Path (21),2.863286156,1
Cell 65 rooted in Path (65),5.590468823,1
Cell 62 rooted in Path (62),6.100523032,1
Cell 63 rooted in Path (63),1.960489257,1
Cell 60 rooted in Path (60),5.416781393,1
Cell 61 rooted in Path (61),4.778407584,1
Cell 19 rooted in Path (19),2.179544517,1
Cell 17 rooted in Path (17),10.6974593,1
Cell 18 rooted in Path (18),4.933303044,1
Cell 15 rooted in Path (15),1.431643078,1
Cell 59 rooted in Path (59),2.863286156,1
Cell 16 rooted in Path (16),5.216518104,1
Cell 13 rooted in Path (13),6.055155202,1
Cell 57 rooted in Path (57),4.204193575,1
Cell 14 rooted in Path (14),2.708390697,1
Cell 58 rooted in Path (58),8.718178069,1
Cell 11 rooted in Path (11),10.25934878,1
Cell 55 rooted in Path (55),4.778407584,1
Cell 12 rooted in Path (12),2.772550497,1
Cell 56 rooted in Path (56),5.854891913,1
Cell 53 rooted in Path (53),2.972813786,1
Cell 10 rooted in Path (10),4.249561405,1
Cell 54 rooted in Path (54),3.127709246,1
Cell 51 rooted in Path (51),1.012324529,1
Cell 52 rooted in Path (52),1.805593798,1
Cell 50 rooted in Path (50),40.13915791,1
Cell 48 rooted in Path (48),5.042830673,1
Cell 49 rooted in Path (49),9.847814117,1
Cell 46 rooted in Path (46),4.997462844,1
Cell 47 rooted in Path (47),3.456292136,1
Cell 44 rooted in Path (44),2.598863067,1
Cell 45 rooted in Path (45),11.4077768,1
Cell 42 rooted in Path (42),21.93154866,1
Cell 43 rooted in Path (43),1.541170708,1
Cell 40 rooted in Path (40),16.82455819,1
Cell 41 rooted in Path (41),3.456292136,1
Cell 80 rooted in Path (80),4.887935214,1
Cell 81 rooted in Path (81),4.997462844,1
Cell 39 rooted in Path (39),8.808913729,1
Cell 37 rooted in Path (37),10.45961207,1
Cell 38 rooted in Path (38),9.110920759,1
Cell 35 rooted in Path (35),17.57245963,1
Cell 79 rooted in Path (79),9.110920759,1
Cell 36 rooted in Path (36),18.61136002,1
,667.6348188,
