\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),3.766083055,1
Cell 33 rooted in Path (33),3.675347396,1
Cell 77 rooted in Path (77),1.805593798,1
Cell 5 rooted in Path (5),6.538633552,1
Cell 34 rooted in Path (34),2.663022867,1
Cell 2 rooted in Path (2),3.784875025,1
Cell 31 rooted in Path (31),2.070016887,1
Cell 75 rooted in Path (75),2.289072147,1
Cell 3 rooted in Path (3),5.088198503,1
Cell 32 rooted in Path (32),0.902796899,1
Cell 76 rooted in Path (76),2.289072147,1
Cell 73 rooted in Path (73),4.933303044,1
Cell 1 rooted in Path (1),54.73424405,1
Cell 30 rooted in Path (30),4.185401604,1
Cell 74 rooted in Path (74),6.055155202,1
Cell 71 rooted in Path (71),10.86013865,1
Cell 72 rooted in Path (72),5.397989423,1
Cell 70 rooted in Path (70),14.43696649,1
Cell 8 rooted in Path (8),22.36965918,1
Cell 9 rooted in Path (9),6.410313951,1
Cell 6 rooted in Path (6),2.334439977,1
Cell 7 rooted in Path (7),18.13110586,1
Cell 28 rooted in Path (28),11.16214568,1
Cell 29 rooted in Path (29),3.146501216,1
Cell 26 rooted in Path (26),1.960489257,1
Cell 27 rooted in Path (27),6.036363232,1
Cell 24 rooted in Path (24),0.793269269,1
Cell 68 rooted in Path (68),2.179544517,1
Cell 25 rooted in Path (25),0.902796899,1
Cell 69 rooted in Path (69),27.63154511,1
Cell 22 rooted in Path (22),2.553495237,1
Cell 66 rooted in Path (66),8.544490639,1
Cell 23 rooted in Path (23),11.22630548,1
Cell 67 rooted in Path (67),20.46232164,1
Cell 20 rooted in Path (20),15.66834628,1
Cell 64 rooted in Path (64),15.21922768,1
Cell 21 rooted in Path (21),3.565819766,1
Cell 65 rooted in Path (65),2.070016887,1
Cell 62 rooted in Path (62),33.91353947,1
Cell 63 rooted in Path (63),10.86013865,1
Cell 60 rooted in Path (60),6.738896841,1
Cell 61 rooted in Path (61),1.960489257,1
Cell 19 rooted in Path (19),4.030506145,1
Cell 17 rooted in Path (17),7.350694791,1
Cell 18 rooted in Path (18),7.048687761,1
Cell 15 rooted in Path (15),2.972813786,1
Cell 59 rooted in Path (59),24.11887707,1
Cell 16 rooted in Path (16),17.45514811,1
Cell 13 rooted in Path (13),10.67866733,1
Cell 57 rooted in Path (57),11.73635968,1
Cell 14 rooted in Path (14),5.854891913,1
Cell 58 rooted in Path (58),5.261885933,1
Cell 11 rooted in Path (11),13.69684894,1
Cell 55 rooted in Path (55),20.9380161,1
Cell 12 rooted in Path (12),5.790732113,1
Cell 56 rooted in Path (56),4.313721205,1
Cell 53 rooted in Path (53),2.553495237,1
Cell 10 rooted in Path (10),4.978670873,1
Cell 54 rooted in Path (54),1.696066168,1
Cell 51 rooted in Path (51),1.915121428,1
Cell 52 rooted in Path (52),12.83941987,1
Cell 50 rooted in Path (50),6.191258692,1
Cell 48 rooted in Path (48),3.565819766,1
Cell 49 rooted in Path (49),4.340297064,1
Cell 46 rooted in Path (46),3.127709246,1
Cell 47 rooted in Path (47),17.75393095,1
Cell 44 rooted in Path (44),2.070016887,1
Cell 45 rooted in Path (45),7.70585354,1
Cell 42 rooted in Path (42),20.44675386,1
Cell 43 rooted in Path (43),6.629369211,1
Cell 40 rooted in Path (40),2.817918326,1
Cell 41 rooted in Path (41),7.37727065,1
Cell 39 rooted in Path (39),4.075873974,1
Cell 37 rooted in Path (37),2.289072147,1
Cell 38 rooted in Path (38),9.247024248,1
Cell 35 rooted in Path (35),11.81931146,1
Cell 36 rooted in Path (36),5.526309023,1
,651.5315862,
