\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),13.94248006,1
Cell 33 rooted in Path (33),3.656555425,1
Cell 5 rooted in Path (5),13.39484191,1
Cell 34 rooted in Path (34),4.559352324,1
Cell 2 rooted in Path (2),9.711710627,1
Cell 31 rooted in Path (31),6.210050662,1
Cell 3 rooted in Path (3),3.720715225,1
Cell 32 rooted in Path (32),2.598863067,1
Cell 1 rooted in Path (1),35.91939655,1
Cell 30 rooted in Path (30),4.158825745,1
Cell 8 rooted in Path (8),14.11616749,1
Cell 9 rooted in Path (9),14.6903815,1
Cell 6 rooted in Path (6),38.11773304,1
Cell 7 rooted in Path (7),7.112847561,1
Cell 28 rooted in Path (28),5.088198503,1
Cell 29 rooted in Path (29),1.915121428,1
Cell 26 rooted in Path (26),5.197726133,1
Cell 27 rooted in Path (27),7.31311085,1
Cell 24 rooted in Path (24),4.049298115,1
Cell 25 rooted in Path (25),2.224912347,1
Cell 22 rooted in Path (22),8.873073529,1
Cell 23 rooted in Path (23),8.808913729,1
Cell 20 rooted in Path (20),40.37700514,1
Cell 21 rooted in Path (21),12.40130935,1
Cell 19 rooted in Path (19),7.53216611,1
Cell 17 rooted in Path (17),12.24641389,1
Cell 18 rooted in Path (18),11.29824917,1
Cell 15 rooted in Path (15),4.158825745,1
Cell 16 rooted in Path (16),3.282604706,1
Cell 13 rooted in Path (13),5.243093963,1
Cell 14 rooted in Path (14),60.0492817,1
Cell 11 rooted in Path (11),2.224912347,1
Cell 55 rooted in Path (55),1.696066168,1
Cell 12 rooted in Path (12),3.346764506,1
Cell 53 rooted in Path (53),1.805593798,1
Cell 10 rooted in Path (10),1.276747618,1
Cell 54 rooted in Path (54),2.224912347,1
Cell 51 rooted in Path (51),4.623512124,1
Cell 52 rooted in Path (52),2.070016887,1
Cell 50 rooted in Path (50),2.070016887,1
Cell 48 rooted in Path (48),2.753758526,1
Cell 49 rooted in Path (49),2.598863067,1
Cell 46 rooted in Path (46),2.708390697,1
Cell 47 rooted in Path (47),2.398599777,1
Cell 44 rooted in Path (44),3.501659965,1
Cell 45 rooted in Path (45),1.850961627,1
Cell 42 rooted in Path (42),5.352621593,1
Cell 43 rooted in Path (43),2.772550497,1
Cell 40 rooted in Path (40),2.817918326,1
Cell 41 rooted in Path (41),3.766083055,1
Cell 39 rooted in Path (39),1.276747618,1
Cell 37 rooted in Path (37),2.179544517,1
Cell 38 rooted in Path (38),1.696066168,1
Cell 35 rooted in Path (35),6.055155202,1
Cell 36 rooted in Path (36),2.708390697,1
,437.7450796,
