\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),9.840030228,1
Cell 33 rooted in Path (33),16.89650188,1
Cell 5 rooted in Path (5),4.030506145,1
Cell 34 rooted in Path (34),6.100523032,1
Cell 2 rooted in Path (2),19.6502604,1
Cell 31 rooted in Path (31),2.863286156,1
Cell 3 rooted in Path (3),12.39352546,1
Cell 32 rooted in Path (32),2.663022867,1
Cell 1 rooted in Path (1),23.48050326,1
Cell 30 rooted in Path (30),4.623512124,1
Cell 8 rooted in Path (8),2.179544517,1
Cell 9 rooted in Path (9),2.644230896,1
Cell 6 rooted in Path (6),10.5691397,1
Cell 7 rooted in Path (7),9.666342798,1
Cell 28 rooted in Path (28),1.696066168,1
Cell 29 rooted in Path (29),1.915121428,1
Cell 26 rooted in Path (26),10.70524319,1
Cell 27 rooted in Path (27),7.668269599,1
Cell 24 rooted in Path (24),3.611187595,1
Cell 25 rooted in Path (25),3.082341416,1
Cell 22 rooted in Path (22),5.352621593,1
Cell 23 rooted in Path (23),5.243093963,1
Cell 20 rooted in Path (20),13.34947408,1
Cell 21 rooted in Path (21),11.56267225,1
Cell 62 rooted in Path (62),1.805593798,1
Cell 63 rooted in Path (63),3.985138315,1
Cell 60 rooted in Path (60),2.972813786,1
Cell 61 rooted in Path (61),1.012324529,1
Cell 19 rooted in Path (19),5.197726133,1
Cell 17 rooted in Path (17),2.179544517,1
Cell 18 rooted in Path (18),5.261885933,1
Cell 15 rooted in Path (15),26.31721356,1
Cell 59 rooted in Path (59),2.508127407,1
Cell 16 rooted in Path (16),7.834173141,1
Cell 13 rooted in Path (13),9.383127738,1
Cell 57 rooted in Path (57),4.997462844,1
Cell 14 rooted in Path (14),4.094665945,1
Cell 58 rooted in Path (58),2.224912347,1
Cell 11 rooted in Path (11),5.526309023,1
Cell 55 rooted in Path (55),1.805593798,1
Cell 12 rooted in Path (12),11.70978383,1
Cell 56 rooted in Path (56),5.261885933,1
Cell 53 rooted in Path (53),1.915121428,1
Cell 10 rooted in Path (10),20.14474683,1
Cell 54 rooted in Path (54),2.443967607,1
Cell 51 rooted in Path (51),10.48618793,1
Cell 52 rooted in Path (52),4.952095014,1
Cell 50 rooted in Path (50),3.565819766,1
Cell 48 rooted in Path (48),18.52062436,1
Cell 49 rooted in Path (49),7.81538117,1
Cell 46 rooted in Path (46),3.346764506,1
Cell 47 rooted in Path (47),9.001393129,1
Cell 44 rooted in Path (44),5.152358303,1
Cell 45 rooted in Path (45),41.80086433,1
Cell 42 rooted in Path (42),8.01564446,1
Cell 43 rooted in Path (43),3.565819766,1
Cell 40 rooted in Path (40),14.52770215,1
Cell 41 rooted in Path (41),15.83102563,1
Cell 39 rooted in Path (39),5.152358303,1
Cell 37 rooted in Path (37),2.972813786,1
Cell 38 rooted in Path (38),5.854891913,1
Cell 35 rooted in Path (35),14.89064479,1
Cell 36 rooted in Path (36),20.16031461,1
,515.9818431,
