\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),2.224912347,1
Cell 33 rooted in Path (33),5.480941193,1
Cell 163 rooted in Path (163),1.805593798,1
Cell 5 rooted in Path (5),1.696066168,1
Cell 34 rooted in Path (34),7.64169374,1
Cell 164 rooted in Path (164),2.443967607,1
Cell 2 rooted in Path (2),4.513984494,1
Cell 31 rooted in Path (31),6.183474803,1
Cell 165 rooted in Path (165),3.939770485,1
Cell 3 rooted in Path (3),4.933303044,1
Cell 32 rooted in Path (32),7.53216611,1
Cell 166 rooted in Path (166),2.991605757,1
Cell 167 rooted in Path (167),3.675347396,1
Cell 1 rooted in Path (1),22.04107629,1
Cell 30 rooted in Path (30),40.48975696,1
Cell 168 rooted in Path (168),4.449824694,1
Cell 169 rooted in Path (169),4.623512124,1
Cell 8 rooted in Path (8),2.644230896,1
Cell 9 rooted in Path (9),4.313721205,1
Cell 6 rooted in Path (6),2.289072147,1
Cell 7 rooted in Path (7),18.63015199,1
Cell 28 rooted in Path (28),3.082341416,1
Cell 29 rooted in Path (29),12.62036461,1
Cell 26 rooted in Path (26),7.59632591,1
Cell 27 rooted in Path (27),3.830242855,1
Cell 160 rooted in Path (160),5.945627572,1
Cell 24 rooted in Path (24),3.346764506,1
Cell 161 rooted in Path (161),2.772550497,1
Cell 25 rooted in Path (25),9.904190028,1
Cell 162 rooted in Path (162),7.241167161,1
Cell 22 rooted in Path (22),1.167219988,1
Cell 174 rooted in Path (174),2.598863067,1
Cell 23 rooted in Path (23),1.121852159,1
Cell 175 rooted in Path (175),1.167219988,1
Cell 20 rooted in Path (20),2.179544517,1
Cell 176 rooted in Path (176),2.972813786,1
Cell 21 rooted in Path (21),2.334439977,1
Cell 177 rooted in Path (177),2.289072147,1
Cell 178 rooted in Path (178),2.289072147,1
Cell 179 rooted in Path (179),3.082341416,1
Cell 19 rooted in Path (19),4.733039754,1
Cell 17 rooted in Path (17),7.26774302,1
Cell 18 rooted in Path (18),13.0772671,1
Cell 15 rooted in Path (15),2.334439977,1
Cell 170 rooted in Path (170),3.456292136,1
Cell 16 rooted in Path (16),3.282604706,1
Cell 171 rooted in Path (171),1.696066168,1
Cell 13 rooted in Path (13),24.2284047,1
Cell 172 rooted in Path (172),1.850961627,1
Cell 14 rooted in Path (14),7.59632591,1
Cell 173 rooted in Path (173),4.185401604,1
Cell 55 rooted in Path (55),2.708390697,1
Cell 185 rooted in Path (185),1.960489257,1
Cell 56 rooted in Path (56),9.647550827,1
Cell 186 rooted in Path (186),3.939770485,1
Cell 53 rooted in Path (53),2.708390697,1
Cell 187 rooted in Path (187),6.145890862,1
Cell 54 rooted in Path (54),9.775870428,1
Cell 100 rooted in Path (100),8.608650439,1
Cell 188 rooted in Path (188),1.650698338,1
Cell 51 rooted in Path (51),2.443967607,1
Cell 101 rooted in Path (101),6.383738092,1
Cell 189 rooted in Path (189),1.915121428,1
Cell 52 rooted in Path (52),15.47586688,1
Cell 102 rooted in Path (102),2.379807807,1
Cell 103 rooted in Path (103),13.25095453,1
Cell 50 rooted in Path (50),2.489335437,1
Cell 104 rooted in Path (104),3.520451936,1
Cell 105 rooted in Path (105),3.629979566,1
Cell 106 rooted in Path (106),3.520451936,1
Cell 107 rooted in Path (107),16.4318155,1
Cell 108 rooted in Path (108),13.25873842,1
Cell 109 rooted in Path (109),14.64501367,1
Cell 180 rooted in Path (180),3.656555425,1
Cell 48 rooted in Path (48),8.699386099,1
Cell 181 rooted in Path (181),3.127709246,1
Cell 49 rooted in Path (49),4.030506145,1
