\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),4.359089034,1
Cell 33 rooted in Path (33),8.234699719,1
Cell 5 rooted in Path (5),1.960489257,1
Cell 34 rooted in Path (34),2.379807807,1
Cell 2 rooted in Path (2),14.29763881,1
Cell 31 rooted in Path (31),15.23023576,1
Cell 3 rooted in Path (3),13.21337059,1
Cell 32 rooted in Path (32),4.094665945,1
Cell 1 rooted in Path (1),12.20104606,1
Cell 30 rooted in Path (30),7.59632591,1
Cell 8 rooted in Path (8),4.714247784,1
Cell 9 rooted in Path (9),5.726572312,1
Cell 6 rooted in Path (6),3.301396676,1
Cell 7 rooted in Path (7),3.392132335,1
Cell 28 rooted in Path (28),2.927445956,1
Cell 29 rooted in Path (29),5.726572312,1
Cell 26 rooted in Path (26),9.137496618,1
Cell 27 rooted in Path (27),3.656555425,1
Cell 24 rooted in Path (24),17.77272292,1
Cell 25 rooted in Path (25),9.220448389,1
Cell 22 rooted in Path (22),7.87954097,1
Cell 23 rooted in Path (23),12.13688626,1
Cell 20 rooted in Path (20),8.31765149,1
Cell 21 rooted in Path (21),26.78968382,1
Cell 19 rooted in Path (19),0.902796899,1
Cell 17 rooted in Path (17),3.392132335,1
Cell 18 rooted in Path (18),3.985138315,1
Cell 15 rooted in Path (15),11.4077768,1
Cell 16 rooted in Path (16),8.680594128,1
Cell 13 rooted in Path (13),2.882078127,1
Cell 14 rooted in Path (14),4.140033775,1
Cell 55 rooted in Path (55),3.392132335,1
Cell 56 rooted in Path (56),19.17779014,1
Cell 53 rooted in Path (53),4.933303044,1
Cell 54 rooted in Path (54),5.726572312,1
Cell 100 rooted in Path (100),1.696066168,1
Cell 51 rooted in Path (51),9.556815168,1
Cell 101 rooted in Path (101),2.024649058,1
Cell 52 rooted in Path (52),7.048687761,1
Cell 102 rooted in Path (102),5.416781393,1
Cell 50 rooted in Path (50),17.783731,1
Cell 48 rooted in Path (48),10.13102918,1
Cell 49 rooted in Path (49),9.639766938,1
Cell 46 rooted in Path (46),4.158825745,1
Cell 47 rooted in Path (47),2.644230896,1
Cell 44 rooted in Path (44),20.65480104,1
Cell 45 rooted in Path (45),4.030506145,1
Cell 42 rooted in Path (42),17.53487569,1
Cell 43 rooted in Path (43),11.34361699,1
Cell 40 rooted in Path (40),3.018181616,1
Cell 41 rooted in Path (41),5.243093963,1
Cell 39 rooted in Path (39),30.15846449,1
Cell 37 rooted in Path (37),2.489335437,1
Cell 38 rooted in Path (38),6.055155202,1
Cell 35 rooted in Path (35),4.933303044,1
Cell 36 rooted in Path (36),1.386275248,1
Cell 77 rooted in Path (77),7.53216611,1
Cell 78 rooted in Path (78),6.274210462,1
Cell 75 rooted in Path (75),2.708390697,1
Cell 76 rooted in Path (76),3.191869046,1
Cell 73 rooted in Path (73),5.681204483,1
Cell 74 rooted in Path (74),2.334439977,1
Cell 71 rooted in Path (71),2.644230896,1
Cell 72 rooted in Path (72),2.598863067,1
Cell 70 rooted in Path (70),3.501659965,1
Cell 68 rooted in Path (68),9.273600108,1
Cell 69 rooted in Path (69),2.927445956,1
Cell 66 rooted in Path (66),1.057692359,1
Cell 67 rooted in Path (67),7.09405559,1
Cell 64 rooted in Path (64),14.8828609,1
Cell 65 rooted in Path (65),9.775870428,1
Cell 62 rooted in Path (62),3.237236876,1
Cell 63 rooted in Path (63),2.817918326,1
Cell 60 rooted in Path (60),5.590468823,1
Cell 61 rooted in Path (61),8.0532284,1
Cell 59 rooted in Path (59),3.985138315,1
Cell 57 rooted in Path (57),6.210050662,1
Cell 58 rooted in Path (58),2.334439977,1
Cell 11 rooted in Path (11),2.289072147,1
Cell 99 rooted in Path (99),3.675347396,1
Cell 12 rooted in Path (12),23.27245608,1
Cell 97 rooted in Path (97),3.301396676,1
Cell 10 rooted in Path (10),4.294929234,1
Cell 98 rooted in Path (98),3.720715225,1
Cell 95 rooted in Path (95),9.164072478,1
Cell 96 rooted in Path (96),2.508127407,1
Cell 93 rooted in Path (93),7.46800631,1
Cell 94 rooted in Path (94),5.352621593,1
Cell 91 rooted in Path (91),6.712320982,1
Cell 92 rooted in Path (92),5.397989423,1
Cell 90 rooted in Path (90),5.617044683,1
Cell 88 rooted in Path (88),2.972813786,1
Cell 89 rooted in Path (89),37.93626172,1
Cell 86 rooted in Path (86),12.85821184,1
Cell 87 rooted in Path (87),13.25873842,1
Cell 84 rooted in Path (84),5.243093963,1
Cell 85 rooted in Path (85),3.766083055,1
Cell 82 rooted in Path (82),21.40270248,1
Cell 83 rooted in Path (83),5.106990474,1
Cell 80 rooted in Path (80),2.070016887,1
Cell 81 rooted in Path (81),4.778407584,1
Cell 79 rooted in Path (79),2.115384717,1
,757.8251085,
