\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),27.50322551,1
Cell 11 rooted in Path (11),4.094665945,1
Cell 5 rooted in Path (5),4.140033775,1
Cell 12 rooted in Path (12),2.927445956,1
Cell 2 rooted in Path (2),10.06686938,1
Cell 3 rooted in Path (3),3.565819766,1
Cell 10 rooted in Path (10),13.45121782,1
Cell 1 rooted in Path (1),18.54720022,1
Cell 8 rooted in Path (8),27.60174506,1
Cell 9 rooted in Path (9),10.17639701,1
Cell 6 rooted in Path (6),5.726572312,1
Cell 7 rooted in Path (7),11.45314462,1
Cell 15 rooted in Path (15),6.255418492,1
Cell 16 rooted in Path (16),4.733039754,1
Cell 13 rooted in Path (13),1.541170708,1
Cell 14 rooted in Path (14),13.98784789,1
,165.7718142,
