\,Branch length (µm) [Single value],No. of compartments
Cell 66 rooted in Path (66),3.392132335,1
Cell 77 rooted in Path (77),9.118704648,1
Cell 67 rooted in Path (67),13.52316151,1
Cell 78 rooted in Path (78),23.89982181,1
Cell 64 rooted in Path (64),32.99973449,1
Cell 75 rooted in Path (75),3.920978515,1
Cell 65 rooted in Path (65),5.771940142,1
Cell 76 rooted in Path (76),27.60174506,1
Cell 73 rooted in Path (73),21.21800697,1
Cell 63 rooted in Path (63),17.53487569,1
Cell 74 rooted in Path (74),18.41888061,1
Cell 71 rooted in Path (71),8.416171039,1
Cell 72 rooted in Path (72),25.81494324,1
Cell 70 rooted in Path (70),4.449824694,1
Cell 68 rooted in Path (68),7.20358322,1
Cell 69 rooted in Path (69),6.674737041,1
,229.959241,
