\,Branch length (µm) [Single value],No. of compartments
Cell 4 rooted in Path (4),2.553495237,1
Cell 33 rooted in Path (33),25.66004778,1
Cell 5 rooted in Path (5),2.115384717,1
Cell 34 rooted in Path (34),5.307253763,1
Cell 2 rooted in Path (2),8.215907749,1
Cell 31 rooted in Path (31),2.663022867,1
Cell 3 rooted in Path (3),3.766083055,1
Cell 32 rooted in Path (32),6.693529011,1
Cell 1 rooted in Path (1),28.56870176,1
Cell 30 rooted in Path (30),21.95812452,1
Cell 8 rooted in Path (8),1.167219988,1
Cell 9 rooted in Path (9),2.489335437,1
Cell 6 rooted in Path (6),19.27953388,1
Cell 7 rooted in Path (7),6.228842632,1
Cell 28 rooted in Path (28),3.894402655,1
Cell 29 rooted in Path (29),11.57368034,1
Cell 26 rooted in Path (26),10.36887641,1
Cell 27 rooted in Path (27),7.177007361,1
Cell 24 rooted in Path (24),11.99299889,1
Cell 25 rooted in Path (25),31.69641101,1
Cell 22 rooted in Path (22),3.920978515,1
Cell 23 rooted in Path (23),10.22176484,1
Cell 20 rooted in Path (20),17.06240542,1
Cell 21 rooted in Path (21),7.505590251,1
Cell 19 rooted in Path (19),2.927445956,1
Cell 17 rooted in Path (17),25.0670418,1
Cell 18 rooted in Path (18),9.073336818,1
Cell 15 rooted in Path (15),4.513984494,1
Cell 16 rooted in Path (16),4.094665945,1
Cell 13 rooted in Path (13),3.501659965,1
Cell 14 rooted in Path (14),12.44667718,1
Cell 11 rooted in Path (11),2.224912347,1
Cell 12 rooted in Path (12),2.443967607,1
Cell 53 rooted in Path (53),2.663022867,1
Cell 10 rooted in Path (10),2.927445956,1
Cell 51 rooted in Path (51),3.191869046,1
Cell 52 rooted in Path (52),1.386275248,1
Cell 50 rooted in Path (50),2.663022867,1
Cell 48 rooted in Path (48),12.76747618,1
Cell 49 rooted in Path (49),1.805593798,1
Cell 46 rooted in Path (46),12.29178172,1
Cell 47 rooted in Path (47),15.16607596,1
Cell 44 rooted in Path (44),18.96651876,1
Cell 45 rooted in Path (45),1.276747618,1
Cell 42 rooted in Path (42),2.927445956,1
Cell 43 rooted in Path (43),2.817918326,1
Cell 40 rooted in Path (40),10.98845825,1
Cell 41 rooted in Path (41),12.0461506,1
Cell 39 rooted in Path (39),6.803056641,1
Cell 37 rooted in Path (37),2.179544517,1
Cell 38 rooted in Path (38),12.57499678,1
Cell 35 rooted in Path (35),7.7965892,1
Cell 36 rooted in Path (36),2.553495237,1
,454.1677757,
